id,parts_id,date,volume
293,2669,1/1/2001,0
294,2669,2/1/2001,0
295,2669,3/1/2001,0
296,2669,4/1/2001,0
297,2669,5/1/2001,0
298,2669,6/1/2001,0
299,2669,7/1/2001,0
300,2669,8/1/2001,0
301,2669,9/1/2001,0
302,2669,10/1/2001,0
303,2669,11/1/2001,0
304,2669,12/1/2001,0
305,2669,1/1/2002,1
306,2669,2/1/2002,0
307,2669,3/1/2002,1
308,2668,1/1/1998,5
309,2668,2/1/1998,3
310,2668,3/1/1998,3
311,2668,4/1/1998,3
312,2668,5/1/1998,2
313,2668,6/1/1998,1
314,2668,7/1/1998,4
315,2668,8/1/1998,2
316,2668,9/1/1998,1
317,2668,10/1/1998,5
318,2668,11/1/1998,3
319,2668,12/1/1998,1
320,2668,1/1/1999,2
321,2668,2/1/1999,3
322,2668,3/1/1999,1
323,2668,4/1/1999,3
324,2668,5/1/1999,0
325,2668,6/1/1999,4
326,2668,7/1/1999,2
327,2668,8/1/1999,3
328,2668,9/1/1999,0
329,2668,10/1/1999,3
330,2668,11/1/1999,1
331,2668,12/1/1999,0
332,2668,1/1/2000,0
333,2668,2/1/2000,0
334,2668,3/1/2000,0
335,2668,4/1/2000,0
336,2668,5/1/2000,3
337,2668,6/1/2000,1
338,2668,7/1/2000,1
339,2668,8/1/2000,1
340,2668,9/1/2000,2
341,2668,10/1/2000,0
342,2668,11/1/2000,0
343,2668,12/1/2000,1
344,2668,1/1/2001,1
345,2668,2/1/2001,0
346,2668,3/1/2001,1
347,2668,4/1/2001,2
348,2668,5/1/2001,2
349,2668,6/1/2001,6
350,2668,7/1/2001,0
351,2668,8/1/2001,1
352,2668,9/1/2001,2
353,2668,10/1/2001,5
354,2668,11/1/2001,0
355,2668,12/1/2001,0
356,2668,1/1/2002,1
357,2668,2/1/2002,1
358,2668,3/1/2002,1
